source_file,source_row,cmd_or_set_cmd,time_s,set_ma,stm_current_ma,error_ma,adc1_raw,adc1_voltage_v,adc2_raw,adc2_voltage_v,sample_count,dropped_each_side,rejected_count,output_duty_pct,dm3058_current_ma,cleaning_note
low_current_test_after_adaptive.csv,27,3,4.12756085395813,5,4.891,0.109,34,0.029,,,64,16,111,1.0,5.264076,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,7,1,4.451960802078247,5,4.891,0.109,34,0.029,,,64,16,91,0.9,5.083189,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,47,5,4.609898805618286,5,5.467,-0.467,38,0.033,,,64,16,130,0.9,5.083149000000001,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,48,5,5.093136548995972,5,4.891,0.109,34,0.029,,,64,16,131,0.9,5.083291999999999,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,28,3,5.093953847885132,5,5.467,-0.467,38,0.033,,,64,16,112,0.9,5.083213,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,9,1,5.4173901081085205,5,5.467,-0.467,38,0.033,,,64,16,93,0.9,5.192339,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,29,3,5.577675819396973,5,4.891,0.109,34,0.029,,,64,16,112,0.9,5.083278,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,49,5,6.060880422592163,5,4.891,0.109,34,0.029,,,64,16,133,0.9,5.083366,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,30,3,6.061318397521973,5,4.891,0.109,34,0.029,,,64,16,114,0.9,5.083326,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,10,1,6.385079860687256,5,4.891,0.109,34,0.029,,,64,16,94,0.9,5.083206,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,50,5,6.5434041023254395,5,4.891,0.109,34,0.029,,,64,16,134,0.9,5.083392,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,31,3,6.5454418659210205,5,4.891,0.109,34,0.029,,,64,16,114,0.9,5.083333,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,11,1,6.868474960327148,5,4.891,0.109,34,0.029,,,64,16,96,0.9,5.083258,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,51,5,7.026239633560181,5,4.891,0.109,34,0.029,,,64,16,134,0.9,5.08322,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,12,1,7.350166082382202,5,4.891,0.109,34,0.029,,,64,16,97,0.9,5.083255,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,13,1,7.834723711013794,5,4.891,0.109,34,0.029,,,64,16,97,0.9,5.083255,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,33,3,7.994737386703491,5,4.891,0.109,34,0.029,,,64,16,117,1.0,5.112433,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,53,5,8.475945472717285,5,4.891,0.109,34,0.029,,,64,16,137,1.0,5.0830969999999995,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,34,3,8.476903200149536,5,5.467,-0.467,38,0.033,,,64,16,118,0.9,5.083066,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,35,3,8.961164474487305,5,4.891,0.109,34,0.029,,,64,16,119,0.9,5.083221,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,15,1,9.28485369682312,5,5.467,-0.467,38,0.033,,,64,16,99,0.9,5.083043,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,55,5,9.445120811462402,5,5.467,-0.467,38,0.033,,,64,16,138,0.9,5.099341,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,16,1,9.768084287643433,5,4.891,0.109,34,0.029,,,64,16,100,0.9,5.082994,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,36,3,9.928040266036987,5,4.891,0.109,34,0.029,,,64,16,119,0.9,5.083358,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,56,5,9.928237915039062,5,4.891,0.109,34,0.029,,,64,16,139,0.9,5.083163,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,17,1,10.734448432922363,5,4.891,0.109,34,0.029,,,64,16,102,0.9,5.083146,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,38,3,10.89385724067688,5,5.467,-0.467,38,0.033,,,64,16,121,0.9,5.178204,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,57,5,10.894313335418701,5,4.891,0.109,34,0.029,,,64,16,141,0.9,5.083312,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,18,1,11.21763277053833,5,4.891,0.109,34,0.029,,,64,16,102,0.9,5.083296,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,58,5,11.37560248374939,5,4.891,0.109,34,0.029,,,64,16,142,0.9,5.083519,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,19,1,11.70088243484497,5,4.891,0.109,34,0.029,,,64,16,104,1.0,5.249280000000001,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,39,3,11.861558198928833,5,4.891,0.109,34,0.029,,,64,16,122,0.9,5.08321,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,59,5,11.86158561706543,5,4.891,0.109,34,0.029,,,64,16,143,0.9,5.083293,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,20,1,12.184943914413452,5,5.467,-0.467,38,0.033,,,64,16,105,0.9,5.083118,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,40,3,12.343557119369507,5,4.891,0.109,34,0.029,,,64,16,124,0.9,5.083240999999999,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,64,8,3.421799421310425,8,7.624,0.376,53,0.046,,,64,16,145,1.5,8.572296,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,65,8,4.388607978820801,8,8.2,-0.2,57,0.049,,,64,16,145,1.5,8.727759,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,66,8,4.868654727935791,8,7.48,0.52,52,0.045,,,64,16,145,1.6,8.775079,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,67,8,5.355149269104004,8,7.48,0.52,52,0.045,,,64,16,145,1.6,8.918027,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,68,8,5.836024761199951,8,8.2,-0.2,57,0.049,,,64,16,145,1.5,8.726654,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,69,8,6.803415298461914,8,8.2,-0.2,57,0.049,,,64,16,145,1.5,8.727152,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,70,8,7.287234306335449,8,8.2,-0.2,57,0.049,,,64,16,145,1.5,9.239916000000001,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,71,8,7.768550395965576,8,8.775,-0.775,61,0.053,,,64,16,145,1.5,8.828374,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,72,8,8.735144853591919,8,8.2,-0.2,57,0.049,,,64,16,145,1.5,9.342614000000001,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,73,8,9.221951484680176,8,8.775,-0.775,61,0.053,,,64,16,145,1.5,9.342466,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,74,8,9.705626010894775,8,7.912,0.088,55,0.048,,,64,16,145,1.5,8.726281,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,75,8,10.184338092803955,8,8.2,-0.2,57,0.049,,,64,16,145,1.5,8.820619,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,76,8,11.155874252319336,8,8.775,-0.775,61,0.053,,,64,16,145,1.5,8.726875999999999,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,77,8,11.63821530342102,8,8.2,-0.2,57,0.049,,,64,16,145,1.5,9.280691000000001,stable_by_dm3058_group_median
low_current_test_after_adaptive.csv,78,8,12.118816614151001,8,8.775,-0.775,61,0.053,,,64,16,145,1.5,9.15714,stable_by_dm3058_group_median
