actual_current_dm3058_ma,output_duty_pct,adc1_raw,adc1_voltage_v,adc2_raw,adc2_voltage_v,set_current_ma,stm32_reported_current_ma,source_file,source_row,time_s,sample_count,dropped_each_side
11.7977,1.9,73,0.063,,,10,10.65,low_current_test_after_adaptive.csv,116,12.3414,64,16
11.7978,1.8,73,0.063,,,10,10.65,low_current_test_after_adaptive.csv,112,10.4118,64,16
11.798,1.8,73,0.063,,,10,10.65,low_current_sweep_start_duty.csv,86,6.52741,64,16
11.7986,1.8,73,0.063,,,10,10.65,low_current_sweep_start_duty.csv,90,8.94519,64,16
15.2771,2.5,100,0.088,,,15,15.478,low_current_sweep_correction_curve.csv,102,4.37244,48,12
15.3258,2.5,100,0.088,,,15,15.478,low_current_sweep_correction_curve.csv,116,12.105,48,12
15.3296,2.5,100,0.088,,,15,15.488,low_current_sweep_correction_curve.csv,104,5.34042,48,12
15.3717,2.5,100,0.088,,,15,15.478,low_current_sweep_correction_curve.csv,108,7.7556,48,12
15.3931,2.6,92,0.081,,,15,14.597,low_current_sweep_correction_curve.csv,105,6.3061,48,12
15.4431,2.6,92,0.081,,,15,14.594,low_current_sweep_correction_curve.csv,101,3.88946,48,12
15.4433,2.6,92,0.081,,,15,14.634,low_current_sweep_correction_curve.csv,103,4.85591,48,12
15.4435,2.5,100,0.088,,,15,15.479,low_current_sweep_correction_curve.csv,106,6.78892,48,12
15.4436,2.6,92,0.081,,,15,14.595,low_current_sweep_correction_curve.csv,107,7.27221,48,12
15.4437,2.5,100,0.088,,,15,15.517,low_current_sweep_correction_curve.csv,112,10.1722,48,12
15.4437,2.6,92,0.081,,,15,14.595,low_current_sweep_correction_curve.csv,109,8.23879,48,12
15.4437,2.6,92,0.081,,,15,14.752,low_current_sweep_correction_curve.csv,111,9.20532,48,12
15.4437,2.6,92,0.081,,,15,14.604,low_current_sweep_correction_curve.csv,113,10.6551,48,12
15.4438,2.5,100,0.088,,,15,15.48,low_current_sweep_correction_curve.csv,114,11.1388,48,12
15.4438,2.6,100,0.088,,,15,15.478,low_current_sweep_correction_curve.csv,110,8.72212,48,12
15.4439,2.6,92,0.081,,,15,14.595,low_current_sweep_correction_curve.csv,115,11.6225,48,12
15.4594,2.7,96,0.084,,,15,14.584,low_current_sweep_start_duty.csv,108,7.26868,48,12
15.9204,2.6,104,0.091,,,15,15.56,low_current_sweep_start_duty.csv,105,5.33726,48,12
15.9274,2.6,104,0.091,,,15,15.535,low_current_sweep_start_duty.csv,111,8.72069,48,12
15.9578,2.6,105,0.092,,,15,15.642,low_current_sweep_start_duty.csv,103,4.3689,48,12
15.9689,2.6,104,0.091,,,15,15.557,low_current_sweep_start_duty.csv,117,12.0989,48,12
15.9715,2.7,96,0.084,,,15,14.585,low_current_sweep_start_duty.csv,106,6.29868,48,12
16.0582,2.6,100,0.088,,,15,15.245,low_current_sweep_start_duty.csv,109,7.7516,48,12
16.0698,2.6,104,0.091,,,15,15.589,low_current_sweep_start_duty.csv,101,3.39876,48,12
16.07,2.7,96,0.084,,,15,14.592,low_current_sweep_start_duty.csv,102,3.88722,48,12
16.0703,2.7,96,0.084,,,15,14.606,low_current_sweep_start_duty.csv,104,4.85214,48,12
16.0705,2.6,104,0.091,,,15,15.555,low_current_sweep_start_duty.csv,107,6.78536,48,12
16.0705,2.7,96,0.084,,,15,14.584,low_current_sweep_start_duty.csv,114,10.6487,48,12
16.0707,2.7,96,0.084,,,15,14.506,low_current_sweep_start_duty.csv,110,8.23732,48,12
16.0707,2.7,96,0.084,,,15,14.579,low_current_sweep_start_duty.csv,112,9.20273,48,12
16.0708,2.6,104,0.091,,,15,15.554,low_current_sweep_start_duty.csv,113,10.1707,48,12
16.0708,2.6,104,0.091,,,15,15.597,low_current_sweep_start_duty.csv,115,11.1377,48,12
16.0708,2.7,96,0.084,,,15,14.594,low_current_sweep_start_duty.csv,116,11.6186,48,12
19.7194,3.3,115,0.101,,,20,18.017,low_current_sweep_latest.csv,142,4.88816,48,12
19.7194,3.3,128,0.113,,,20,19.646,low_current_sweep_latest.csv,143,5.37773,48,12
19.7194,3.3,118,0.104,,,20,18.689,low_current_sweep_latest.csv,144,5.85846,48,12
19.9605,3.3,128,0.113,,,20,19.814,low_current_sweep_latest.csv,145,6.34422,48,12
20.3091,3.4,131,0.115,,,20,20.432,low_current_sweep_correction_curve.csv,124,4.59473,48,12
20.3092,3.4,122,0.107,,,20,19.74,low_current_sweep_correction_curve.csv,123,4.10974,48,12
20.3092,3.4,122,0.107,,,20,19.54,low_current_sweep_correction_curve.csv,125,5.07631,48,12
20.3093,3.4,131,0.115,,,20,20.285,low_current_sweep_correction_curve.csv,122,3.62825,48,12
20.3094,3.4,131,0.115,,,20,20.382,low_current_sweep_correction_curve.csv,126,5.55992,48,12
20.3094,3.4,122,0.107,,,20,19.764,low_current_sweep_correction_curve.csv,127,6.0447,48,12
20.3094,3.4,131,0.115,,,20,20.382,low_current_sweep_correction_curve.csv,130,7.97748,48,12
20.3095,3.4,131,0.115,,,20,20.438,low_current_sweep_correction_curve.csv,128,6.52782,48,12
20.3095,3.4,131,0.115,,,20,20.379,low_current_sweep_correction_curve.csv,132,8.94475,48,12
20.3096,3.4,122,0.107,,,20,19.541,low_current_sweep_correction_curve.csv,129,7.49471,48,12
20.3096,3.4,122,0.107,,,20,19.527,low_current_sweep_correction_curve.csv,131,8.46209,48,12
20.3096,3.4,122,0.107,,,20,19.527,low_current_sweep_correction_curve.csv,133,9.42768,48,12
20.3096,3.4,131,0.115,,,20,20.379,low_current_sweep_correction_curve.csv,134,9.91143,48,12
20.3096,3.4,122,0.107,,,20,19.527,low_current_sweep_correction_curve.csv,135,10.3943,48,12
20.3097,3.4,131,0.115,,,20,20.379,low_current_sweep_correction_curve.csv,138,12.3283,48,12
20.3098,3.4,131,0.115,,,20,20.379,low_current_sweep_correction_curve.csv,136,11.3616,48,12
20.3098,3.4,122,0.107,,,20,19.527,low_current_sweep_correction_curve.csv,137,11.8444,48,12
20.3275,3.4,131,0.115,,,20,20.272,low_current_sweep_latest.csv,147,7.79421,48,12
20.3276,3.4,122,0.107,,,20,19.399,low_current_sweep_latest.csv,148,8.27725,48,12
20.3277,3.4,131,0.115,,,20,20.347,low_current_sweep_latest.csv,149,8.75833,48,12
20.3277,3.4,122,0.107,,,20,19.418,low_current_sweep_latest.csv,154,11.661,48,12
20.3277,3.4,131,0.115,,,20,20.351,low_current_sweep_latest.csv,155,12.1441,48,12
20.3277,3.4,131,0.115,,,20,20.351,low_current_sweep_latest.csv,157,13.1087,48,12
20.3277,3.4,122,0.107,,,20,19.418,low_current_sweep_latest.csv,158,13.5915,48,12
20.3277,3.4,131,0.115,,,20,20.351,low_current_sweep_latest.csv,159,14.0783,48,12
20.3277,3.4,131,0.115,,,20,20.548,low_current_sweep_latest.csv,161,15.5183,48,12
20.3277,3.4,122,0.107,,,20,19.468,low_current_sweep_latest.csv,162,16.0085,48,12
20.3278,3.4,122,0.107,,,20,19.1,low_current_sweep_latest.csv,146,6.8272,48,12
20.3278,3.4,122,0.107,,,20,19.417,low_current_sweep_latest.csv,150,9.23827,48,12
20.3278,3.4,131,0.115,,,20,20.351,low_current_sweep_latest.csv,151,9.72257,48,12
20.3278,3.4,122,0.107,,,20,19.418,low_current_sweep_latest.csv,156,12.6199,48,12
20.3279,3.4,131,0.115,,,20,20.351,low_current_sweep_latest.csv,153,10.6944,48,12
20.328,3.4,122,0.107,,,20,19.418,low_current_sweep_latest.csv,152,10.2103,48,12
20.3313,3.4,132,0.116,,,20,20.508,low_current_sweep_start_duty.csv,123,3.62887,48,12
20.3315,3.4,123,0.108,,,20,19.546,low_current_sweep_start_duty.csv,124,4.11129,48,12
20.3316,3.4,132,0.116,,,20,20.501,low_current_sweep_start_duty.csv,125,4.59491,48,12
20.3317,3.4,123,0.108,,,20,19.589,low_current_sweep_start_duty.csv,126,5.07744,48,12
20.3317,3.4,132,0.116,,,20,20.512,low_current_sweep_start_duty.csv,127,5.56085,48,12
20.3317,3.4,122,0.107,,,20,19.459,low_current_sweep_start_duty.csv,128,6.04522,48,12
20.3318,3.4,132,0.116,,,20,20.479,low_current_sweep_start_duty.csv,129,6.52229,48,12
20.3319,3.4,122,0.107,,,20,19.45,low_current_sweep_start_duty.csv,130,7.49404,48,12
20.332,3.4,132,0.116,,,20,20.477,low_current_sweep_start_duty.csv,131,7.9727,48,12
20.332,3.4,123,0.108,,,20,19.583,low_current_sweep_start_duty.csv,132,8.46029,48,12
20.332,3.4,132,0.116,,,20,20.51,low_current_sweep_start_duty.csv,133,8.94591,48,12
20.332,3.4,122,0.107,,,20,19.502,low_current_sweep_start_duty.csv,134,9.42801,48,12
20.332,3.4,132,0.116,,,20,20.49,low_current_sweep_start_duty.csv,135,9.91111,48,12
20.332,3.4,123,0.108,,,20,19.542,low_current_sweep_start_duty.csv,136,10.3951,48,12
20.332,3.4,132,0.116,,,20,20.5,low_current_sweep_start_duty.csv,137,11.3614,48,12
20.332,3.4,132,0.116,,,20,20.501,low_current_sweep_start_duty.csv,139,12.3224,48,12
20.3321,3.4,123,0.108,,,20,19.544,low_current_sweep_start_duty.csv,138,11.8453,48,12
20.4658,3.5,122,0.107,,,20,19.418,low_current_sweep_latest.csv,160,14.5584,48,12
